cs/9301114v1,1991-11-01T00:00:00Z,Theory and practice,Donald E. Knuth,cs.GL,http://arxiv.org/pdf/cs/9301114v1
cs/9809010v1,1998-09-02T19:39:25Z,The Revolution Yet to Happen,Jim Gray,cs.GL,http://arxiv.org/pdf/cs/9809010v1
cs/9911005v1,1999-11-11T23:05:28Z,What Next? A Dozen Information-Technology Research Goals,Jim Gray,cs.GL,http://arxiv.org/pdf/cs/9911005v1
cs/0012003v1,2000-12-11T06:58:06Z,Questions for a Materialist Philosophy Implying the Equivalence of   Computers and Human Cognition,Douglas M. Snyder,cs.GL,http://arxiv.org/pdf/cs/0012003v1
cs/0106022v1,2001-06-11T14:11:22Z,One More Revolution to Make: Free Scientific Publishing,Krzysztof R. Apt,cs.GL,http://arxiv.org/pdf/cs/0106022v1
cs/0110018v2,2001-10-04T17:35:18Z,ENUM: The Collision of Telephony and DNS Policy,Robert Cannon,cs.GL,http://arxiv.org/pdf/cs/0110018v2
cs/0210001v1,2002-10-01T01:37:42Z,Edsger Wybe Dijkstra (1930 -- 2002): A Portrait of a Genius,Krzysztof R. Apt,cs.GL,http://arxiv.org/pdf/cs/0210001v1
cs/0306132v1,2003-06-26T14:08:39Z,Classical and Nonextensive Information Theory,Gilson Antonio Giraldi,cs.GL,http://arxiv.org/pdf/cs/0306132v1
cs/0402037v2,2004-02-17T06:54:26Z,The pre-history of quantum computation,P. H. Potgieter,cs.GL,http://arxiv.org/pdf/cs/0402037v2
cs/0410075v1,2004-10-29T12:08:52Z,Some first thoughts on the stability of the asynchronous systems,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/cs/0410075v1
cs/0411009v2,2004-11-05T12:38:05Z,The equations of the ideal latches,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/cs/0411009v2
cs/0412090v1,2004-12-17T23:04:08Z,Real Time Models of the Asynchronous Circuits: The Delay Theory,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/cs/0412090v1
cs/0602070v1,2006-02-20T18:08:20Z,Methods for scaling a large member base,Nathan Boeger,cs.GL,http://arxiv.org/pdf/cs/0602070v1
cs/0607022v1,2006-07-07T01:17:05Z,Ten Incredibly Dangerous Software Ideas,G. A. Maney,cs.GL,http://arxiv.org/pdf/cs/0607022v1
cs/0610127v1,2006-10-20T21:33:17Z,The intersection and the union of the asynchronous systems,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/cs/0610127v1
cs/0702141v1,2007-02-24T00:34:10Z,"Recruitment, Preparation, Retention: A case study of computing culture   at the University of Illinois at Urbana-Champaign",Umesh Thakkar,cs.GL,http://arxiv.org/pdf/cs/0702141v1
0705.0742v1,2007-05-05T12:04:52Z,MIMO detection employing Markov Chain Monte Carlo,K. P. N. Murthy,cs.GL,http://arxiv.org/pdf/0705.0742v1
0706.0484v1,2007-06-04T17:17:44Z,"Motivation, Design, and Ubiquity: A Discussion of Research Ethics and   Computer Science",David R. Wright,cs.GL,http://arxiv.org/pdf/0706.0484v1
0712.2594v1,2007-12-16T21:00:02Z,Stop That Subversive Spreadsheet!,David Chadwick,cs.GL,http://arxiv.org/pdf/0712.2594v1
0804.0879v1,2008-04-05T23:55:16Z,The equations of the ideal latches,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/0804.0879v1
0804.2035v1,2008-04-12T23:58:30Z,The non-anticipation of the asynchronous systems,Serban E. Vlad,cs.GL,http://arxiv.org/pdf/0804.2035v1
0804.2621v1,2008-04-16T15:43:27Z,Design and Implementation of a Master of Science in Information and   Computer Sciences - An Inventory and retrospect for the last four years,Christoph Schommer,cs.GL,http://arxiv.org/pdf/0804.2621v1
0807.4132v3,2008-07-25T16:09:16Z,Modeling Time in Computing: A Taxonomy and a Comparative Survey,Matteo Rossi,cs.GL,http://arxiv.org/pdf/0807.4132v3
0808.3717v1,2008-08-27T15:21:21Z,Free and Open Source Software for Development,Arjan de Jager,cs.GL,http://arxiv.org/pdf/0808.3717v1
1002.1936v1,2010-02-09T20:54:33Z,Making Sense of the Evolution of a Scientific Domain: A Visual Analytic   Study of the Sloan Digital Sky Survey Research,Michael S. Vogeley,cs.GL,http://arxiv.org/pdf/1002.1936v1
